zip_code,public_transportation_pct,public_transportation_population,minimo,maximo
72921,0.1,5.0,0.1,72921.0
72923,,,72923.0,72923.0
72940,,,72940.0,72940.0
72745,,,72745.0,72745.0
72824,,,72824.0,72824.0
72855,,,72855.0,72855.0
72856,,,72856.0,72856.0
72952,,,72952.0,72952.0
72956,0.3,43.0,0.3,72956.0
72959,0.1,1.0,0.1,72959.0
72326,,,72326.0,72326.0
72339,,,72339.0,72339.0
72376,,,72376.0,72376.0
72364,,2.0,2.0,72364.0
72365,,,72365.0,72365.0
72367,,,72367.0,72367.0
72395,,,72395.0,72395.0
72410,,,72410.0,72410.0
72519,,,72519.0,72519.0
72522,,,72522.0,72522.0
72533,,,72533.0,72533.0
74538,0.6,9.0,0.6,74538.0
74540,,,74540.0,74540.0
74572,2.1,5.0,2.1,74572.0
74578,0.5,11.0,0.5,74578.0
74636,,,74636.0,74636.0
74722,18.6,16.0,16.0,74722.0
74736,,,74736.0,74736.0
74760,,,74760.0,74760.0
74761,,,74761.0,74761.0
74833,,,74833.0,74833.0
74834,,,74834.0,74834.0
74844,,,74844.0,74844.0
74849,,,74849.0,74849.0
74850,,,74850.0,74850.0
74845,,,74845.0,74845.0
74735,,,74735.0,74735.0
74753,,,74753.0,74753.0
74825,1.7,14.0,1.7,74825.0
74427,,,74427.0,74427.0
74432,0.2,8.0,0.2,74432.0
74764,,,74764.0,74764.0
74826,,,74826.0,74826.0
74829,,,74829.0,74829.0
74837,,,74837.0,74837.0
74843,,,74843.0,74843.0
74873,,,74873.0,74873.0
74932,,,74932.0,74932.0
74942,,,74942.0,74942.0
74944,,,74944.0,74944.0
74964,,,74964.0,74964.0
74727,,,74727.0,74727.0
74748,,,74748.0,74748.0
74011,0.1,8.0,0.1,74011.0
74021,,,74021.0,74021.0
74023,0.2,7.0,0.2,74023.0
74036,,,74036.0,74036.0
74037,,,74037.0,74037.0
74070,0.7,46.0,0.7,74070.0
74116,1.0,18.0,1.0,74116.0
74106,2.9,173.0,2.9,74106.0
74365,0.2,4.0,0.2,74365.0
74570,,,74570.0,74570.0
74472,,,74472.0,74472.0
74435,,,74435.0,74435.0
74436,,,74436.0,74436.0
74459,,,74459.0,74459.0
74521,,,74521.0,74521.0
74522,,,74522.0,74522.0
74528,,,74528.0,74528.0
74531,,,74531.0,74531.0
74533,,,74533.0,74533.0
74536,,,74536.0,74536.0
74546,,,74546.0,74546.0
74571,,,74571.0,74571.0
74604,0.1,7.0,0.1,74604.0
74652,0.4,1.0,0.4,74652.0
74731,,,74731.0,74731.0
74754,,,74754.0,74754.0
74766,0.6,3.0,0.6,74766.0
74830,,,74830.0,74830.0
74832,,,74832.0,74832.0
74836,,,74836.0,74836.0
74842,,,74842.0,74842.0
74852,,,74852.0,74852.0
74864,,,74864.0,74864.0
74865,,,74865.0,74865.0
74880,2.1,15.0,2.1,74880.0
74937,0.2,4.0,0.2,74937.0
74450,,,74450.0,74450.0
74452,,,74452.0,74452.0
74457,,,74457.0,74457.0
74463,,,74463.0,74463.0
74431,,,74431.0,74431.0
74477,,,74477.0,74477.0
74078,,,74078.0,74078.0
74019,,,74019.0,74019.0
74458,,,74458.0,74458.0
74525,0.2,5.0,0.2,74525.0
74535,,,74535.0,74535.0
74549,,,74549.0,74549.0
74554,,,74554.0,74554.0
74555,,,74555.0,74555.0
74569,,,74569.0,74569.0
74574,,,74574.0,74574.0
74637,1.1,7.0,1.1,74637.0
74650,,,74650.0,74650.0
74726,,,74726.0,74726.0
74734,,,74734.0,74734.0
74738,,,74738.0,74738.0
74871,0.7,8.0,0.7,74871.0
74565,,,74565.0,74565.0
74576,,,74576.0,74576.0
74577,,,74577.0,74577.0
74747,,,74747.0,74747.0
74359,3.2,6.0,3.2,74359.0
74039,,,74039.0,74039.0
74137,0.1,9.0,0.1,74137.0
76264,,,76264.0,76264.0
76635,,,76635.0,76635.0
76638,,,76638.0,76638.0
76673,,,76673.0,76673.0
76685,,,76685.0,76685.0
76701,1.4,13.0,1.4,76701.0
76712,,,76712.0,76712.0
76823,,,76823.0,76823.0
76859,,,76859.0,76859.0
76861,0.3,3.0,0.3,76861.0
72169,,,72169.0,72169.0
72175,,,72175.0,72175.0
72330,1.5,3.0,1.5,72330.0
72331,0.1,1.0,0.1,72331.0
72341,,,72341.0,72341.0
72342,0.2,4.0,0.2,72342.0
72346,,,72346.0,72346.0
72529,,,72529.0,72529.0
72453,,,72453.0,72453.0
72472,,,72472.0,72472.0
72476,0.2,4.0,0.2,72476.0
72512,,,72512.0,72512.0
72539,,,72539.0,72539.0
72543,,,72543.0,72543.0
72544,,,72544.0,72544.0
72567,,,72567.0,72567.0
72568,,,72568.0,72568.0
72619,,,72619.0,72619.0
72645,1.4,9.0,1.4,72645.0
72648,,,72648.0,72648.0
72666,,,72666.0,72666.0
72682,,,72682.0,72682.0
72685,,,72685.0,72685.0
72719,,,72719.0,72719.0
72732,,,72732.0,72732.0
72739,,,72739.0,72739.0
72742,8.3,21.0,8.3,72742.0
72751,1.2,39.0,1.2,72751.0
72764,0.1,19.0,0.1,72764.0
72833,0.4,6.0,0.4,72833.0
72840,,,72840.0,72840.0
72842,,,72842.0,72842.0
72846,2.5,37.0,2.5,72846.0
72904,1.0,81.0,1.0,72904.0
72926,,,72926.0,72926.0
72935,,,72935.0,72935.0
72946,,,72946.0,72946.0
72948,,,72948.0,72948.0
72322,,,72322.0,72322.0
72329,,,72329.0,72329.0
72355,,,72355.0,72355.0
72370,,,72370.0,72370.0
72373,2.5,9.0,2.5,72373.0
72386,,,72386.0,72386.0
72140,,,72140.0,72140.0
72204,1.7,204.0,1.7,72204.0
72538,,,72538.0,72538.0
72007,0.2,6.0,0.2,72007.0
72002,0.1,13.0,0.1,72002.0
72058,0.1,6.0,0.1,72058.0
72067,,,72067.0,72067.0
72070,0.2,1.0,0.2,72070.0
72074,,,72074.0,72074.0
72086,,,72086.0,72086.0
72099,,,72099.0,72099.0
72129,,,72129.0,72129.0
72553,,,72553.0,72553.0
72561,,,72561.0,72561.0
72565,,,72565.0,72565.0
72579,,,72579.0,72579.0
72617,,,72617.0,72617.0
72134,,,72134.0,72134.0
72205,0.5,66.0,0.5,72205.0
72374,,,72374.0,72374.0
72454,,,72454.0,72454.0
72060,,,72060.0,72060.0
72013,,,72013.0,72013.0
72863,,,72863.0,72863.0
72843,,,72843.0,72843.0
72847,,,72847.0,72847.0
72858,,,72858.0,72858.0
72930,,,72930.0,72930.0
72932,,,72932.0,72932.0
72943,0.3,3.0,0.3,72943.0
72951,,,72951.0,72951.0
72955,,,72955.0,72955.0
72958,0.3,8.0,0.3,72958.0
72132,,,72132.0,72132.0
72142,,,72142.0,72142.0
72143,,,72143.0,72143.0
72206,2.9,249.0,2.9,72206.0
72327,,,72327.0,72327.0
72332,,,72332.0,72332.0
72335,,,72335.0,72335.0
72359,,,72359.0,72359.0
72360,,1.0,1.0,72360.0
72396,,,72396.0,72396.0
72404,,,72404.0,72404.0
72424,,,72424.0,72424.0
72428,,,72428.0,72428.0
72433,,,72433.0,72433.0
72038,,,72038.0,72038.0
72039,,,72039.0,72039.0
72210,,,72210.0,72210.0
72227,0.3,16.0,0.3,72227.0
72324,,,72324.0,72324.0
72340,,,72340.0,72340.0
72390,,,72390.0,72390.0
72003,,,72003.0,72003.0
72006,1.8,17.0,1.8,72006.0
72736,1.6,45.0,1.6,72736.0
72564,,,72564.0,72564.0
72581,,,72581.0,72581.0
72601,0.3,35.0,0.3,72601.0
72633,,,72633.0,72633.0
72635,,,72635.0,72635.0
72644,,,72644.0,72644.0
72675,,,72675.0,72675.0
72680,,,72680.0,72680.0
72701,1.3,244.0,1.3,72701.0
72740,,,72740.0,72740.0
72417,,,72417.0,72417.0
72422,,,72422.0,72422.0
72455,,,72455.0,72455.0
72462,,,72462.0,72462.0
72478,,,72478.0,72478.0
72482,,,72482.0,72482.0
72515,,,72515.0,72515.0
72528,,,72528.0,72528.0
72531,,,72531.0,72531.0
72534,,,72534.0,72534.0
72632,,,72632.0,72632.0
72638,,,72638.0,72638.0
72662,,,72662.0,72662.0
72663,,,72663.0,72663.0
72672,,,72672.0,72672.0
72687,0.6,12.0,0.6,72687.0
72703,2.1,354.0,2.1,72703.0
72715,,,72715.0,72715.0
72734,,,72734.0,72734.0
72738,,,72738.0,72738.0
72749,,,72749.0,72749.0
72760,,,72760.0,72760.0
72761,,,72761.0,72761.0
72773,,,72773.0,72773.0
72776,,,72776.0,72776.0
72823,,,72823.0,72823.0
72826,,,72826.0,72826.0
72838,,,72838.0,72838.0
72851,,,72851.0,72851.0
72852,,,72852.0,72852.0
72853,0.7,5.0,0.7,72853.0
72865,,,72865.0,72865.0
72908,,,72908.0,72908.0
72927,1.1,35.0,1.1,72927.0
72933,,,72933.0,72933.0
72934,,,72934.0,72934.0
72937,1.0,11.0,1.0,72937.0
72949,,,72949.0,72949.0
72358,,,72358.0,72358.0
72467,,,72467.0,72467.0
72413,,,72413.0,72413.0
72421,,,72421.0,72421.0
72450,0.1,10.0,0.1,72450.0
72469,0.6,2.0,0.6,72469.0
72010,,,72010.0,72010.0
72020,0.1,2.0,0.1,72020.0
72045,,,72045.0,72045.0
72057,,,72057.0,72057.0
72064,,,72064.0,72064.0
72069,,,72069.0,72069.0
72083,,,72083.0,72083.0
72088,,,72088.0,72088.0
74051,,,74051.0,74051.0
74058,1.5,23.0,1.5,74058.0
74059,,,74059.0,74059.0
74074,0.6,80.0,0.6,74074.0
74104,0.9,56.0,0.9,74104.0
74130,1.8,13.0,1.8,74130.0
74129,1.2,107.0,1.2,74129.0
74136,2.2,352.0,2.2,74136.0
74366,,,74366.0,74366.0
74368,10.0,2.0,2.0,74368.0
74438,,,74438.0,74438.0
74867,,,74867.0,74867.0
74930,,,74930.0,74930.0
74117,,,74117.0,74117.0
74053,0.5,10.0,0.5,74053.0
74066,0.5,67.0,0.5,74066.0
74112,1.1,117.0,1.1,74112.0
74940,,,74940.0,74940.0
74945,1.2,2.0,1.2,74945.0
74946,,,74946.0,74946.0
74962,1.6,24.0,1.6,74962.0
74965,,,74965.0,74965.0
74966,,,74966.0,74966.0
74041,0.2,3.0,0.2,74041.0
74048,0.3,7.0,0.3,74048.0
74050,,,74050.0,74050.0
74052,,,74052.0,74052.0
74054,,,74054.0,74054.0
74071,,,74071.0,74071.0
74723,0.7,3.0,0.7,74723.0
74724,,,74724.0,74724.0
74733,,,74733.0,74733.0
74740,1.1,9.0,1.1,74740.0
74743,1.6,43.0,1.6,74743.0
74755,,,74755.0,74755.0
74801,0.6,55.0,0.6,74801.0
74820,0.7,93.0,0.7,74820.0
74856,,,74856.0,74856.0
74857,,,74857.0,74857.0
74884,,,74884.0,74884.0
74901,,,74901.0,74901.0
74941,,,74941.0,74941.0
74948,,,74948.0,74948.0
74953,0.1,5.0,0.1,74953.0
74955,0.3,19.0,0.3,74955.0
74959,,,74959.0,74959.0
74960,0.1,7.0,0.1,74960.0
74523,,,74523.0,74523.0
74547,0.3,4.0,0.3,74547.0
74553,,,74553.0,74553.0
74943,,,74943.0,74943.0
74954,0.3,5.0,0.3,74954.0
74956,,,74956.0,74956.0
74133,0.4,107.0,0.4,74133.0
74135,0.5,54.0,0.5,74135.0
74332,,,74332.0,74332.0
74333,,,74333.0,74333.0
74338,0.2,4.0,0.2,74338.0
74354,0.5,37.0,0.5,74354.0
74367,,,74367.0,74367.0
74423,,,74423.0,74423.0
74425,2.6,13.0,2.6,74425.0
74875,,,74875.0,74875.0
74902,0.8,13.0,0.8,74902.0
74939,,,74939.0,74939.0
74951,,,74951.0,74951.0
74957,,,74957.0,74957.0
74630,5.3,14.0,5.3,74630.0
74643,,,74643.0,74643.0
74430,,,74430.0,74430.0
74434,,,74434.0,74434.0
74437,0.1,4.0,0.1,74437.0
74046,,,74046.0,74046.0
74146,1.9,137.0,1.9,74146.0
74301,0.3,13.0,0.3,74301.0
74330,,,74330.0,74330.0
74339,,,74339.0,74339.0
74340,,,74340.0,74340.0
74344,,,74344.0,74344.0
74347,,,74347.0,74347.0
74352,0.4,11.0,0.4,74352.0
74360,,,74360.0,74360.0
74361,,,74361.0,74361.0
74364,,,74364.0,74364.0
74422,,,74422.0,74422.0
74426,1.4,45.0,1.4,74426.0
74460,,,74460.0,74460.0
74469,0.9,7.0,0.9,74469.0
74470,,,74470.0,74470.0
74552,,,74552.0,74552.0
74557,,,74557.0,74557.0
74558,,,74558.0,74558.0
74567,,,74567.0,74567.0
74633,2.3,3.0,2.3,74633.0
74641,,,74641.0,74641.0
74701,0.5,48.0,0.5,74701.0
74730,,,74730.0,74730.0
74082,,,74082.0,74082.0
76864,,,76864.0,76864.0
76884,,,76884.0,76884.0
76888,,,76888.0,76888.0
76936,0.7,10.0,0.7,76936.0
76065,0.3,44.0,0.3,76065.0
76067,0.7,57.0,0.7,76067.0
76301,1.9,121.0,1.9,76301.0
76309,0.7,42.0,0.7,76309.0
76310,,1.0,1.0,76310.0
76363,,,76363.0,76363.0
76453,,,76453.0,76453.0
76469,,,76469.0,76469.0
76470,,,76470.0,76470.0
76481,,,76481.0,76481.0
76523,,,76523.0,76523.0
76525,,,76525.0,76525.0
76528,0.2,12.0,0.2,76528.0
76882,,,76882.0,76882.0
76631,,,76631.0,76631.0
76040,1.2,198.0,1.2,76040.0
76048,0.2,17.0,0.2,76048.0
76077,,,76077.0,76077.0
76093,,,76093.0,76093.0
76104,2.3,140.0,2.3,76104.0
76109,0.5,49.0,0.5,76109.0
76117,0.4,61.0,0.4,76117.0
76134,1.0,110.0,1.0,76134.0
76137,0.3,82.0,0.3,76137.0
76179,0.3,77.0,0.3,76179.0
76180,0.2,39.0,0.2,76180.0
76240,,,76240.0,76240.0
76272,0.1,2.0,0.1,76272.0
76660,,,76660.0,76660.0
76667,,,76667.0,76667.0
76708,0.2,32.0,0.2,76708.0
76848,,,76848.0,76848.0
76854,,,76854.0,76854.0
76869,,,76869.0,76869.0
76870,,,76870.0,76870.0
76872,,,76872.0,76872.0
76933,,,76933.0,76933.0
76949,,,76949.0,76949.0
76443,,,76443.0,76443.0
76446,0.2,6.0,0.2,76446.0
76454,,,76454.0,76454.0
76459,,,76459.0,76459.0
76463,,,76463.0,76463.0
76466,,,76466.0,76466.0
76475,,,76475.0,76475.0
76486,,,76486.0,76486.0
76513,0.1,11.0,0.1,76513.0
76518,,,76518.0,76518.0
76519,,,76519.0,76519.0
76570,,,76570.0,76570.0
76571,,,76571.0,76571.0
76640,1.3,17.0,1.3,76640.0
76642,,,76642.0,76642.0
76671,0.6,4.0,0.6,76671.0
76801,0.3,26.0,0.3,76801.0
76689,,,76689.0,76689.0
76691,,,76691.0,76691.0
76707,0.9,55.0,0.9,76707.0
76827,,,76827.0,76827.0
76831,,,76831.0,76831.0
76834,0.1,2.0,0.1,76834.0
76837,,,76837.0,76837.0
76845,,,76845.0,76845.0
76856,,,76856.0,76856.0
76858,,,76858.0,76858.0
76009,,,76009.0,76009.0
76031,,,76031.0,76031.0
76036,0.2,23.0,0.2,76036.0
76302,0.7,40.0,0.7,76302.0
76308,0.8,76.0,0.8,76308.0
76370,,,76370.0,76370.0
76380,,,76380.0,76380.0
76424,0.6,20.0,0.6,76424.0
76442,,,76442.0,76442.0
76444,,,76444.0,76444.0
76445,,,76445.0,76445.0
76449,,,76449.0,76449.0
76450,,,76450.0,76450.0
76462,0.6,8.0,0.6,76462.0
76464,,,76464.0,76464.0
76476,,,76476.0,76476.0
76511,,,76511.0,76511.0
76520,0.3,9.0,0.3,76520.0
76522,0.5,72.0,0.5,76522.0
76531,,,76531.0,76531.0
76534,,,76534.0,76534.0
76543,0.4,57.0,0.4,76543.0
76548,0.3,32.0,0.3,76548.0
76621,,,76621.0,76621.0
76628,,,76628.0,76628.0
76643,,,76643.0,76643.0
76648,,,76648.0,76648.0
76657,,,76657.0,76657.0
76012,0.8,94.0,0.8,76012.0
76013,0.2,39.0,0.2,76013.0
76017,0.5,130.0,0.5,76017.0
76020,0.1,13.0,0.1,76020.0
76054,1.5,91.0,1.5,76054.0
76059,,,76059.0,76059.0
76457,,,76457.0,76457.0
76436,,,76436.0,76436.0
76448,,,76448.0,76448.0
76452,,,76452.0,76452.0
76471,,,76471.0,76471.0
76487,,,76487.0,76487.0
76524,,,76524.0,76524.0
76541,1.2,96.0,1.2,76541.0
76554,,,76554.0,76554.0
76556,,,76556.0,76556.0
76887,,,76887.0,76887.0
76934,,,76934.0,76934.0
76950,,,76950.0,76950.0
76071,,,76071.0,76071.0
76105,1.4,106.0,1.4,76105.0
76110,1.1,156.0,1.1,76110.0
76111,0.9,90.0,0.9,76111.0
76112,2.4,441.0,2.4,76112.0
76118,1.1,93.0,1.1,76118.0
76205,1.6,163.0,1.6,76205.0
76230,1.2,46.0,1.2,76230.0
76239,,,76239.0,76239.0
76245,,,76245.0,76245.0
76432,,,76432.0,76432.0
76460,,,76460.0,76460.0
76704,0.7,18.0,0.7,76704.0
76682,2.1,24.0,2.1,76682.0
76692,,1.0,1.0,76692.0
76706,0.8,119.0,0.8,76706.0
76821,,,76821.0,76821.0
76824,,,76824.0,76824.0
76832,,,76832.0,76832.0
76842,,,76842.0,76842.0
76853,,,76853.0,76853.0
76857,,,76857.0,76857.0
76873,,,76873.0,76873.0
76901,0.3,47.0,0.3,76901.0
76904,,2.0,2.0,76904.0
76905,0.2,12.0,0.2,76905.0
76932,,,76932.0,76932.0
76559,,,76559.0,76559.0
76565,,,76565.0,76565.0
76574,0.4,35.0,0.4,76574.0
76637,,,76637.0,76637.0
76653,,,76653.0,76653.0
76665,,,76665.0,76665.0
76670,,,76670.0,76670.0
76690,,,76690.0,76690.0
76693,,,76693.0,76693.0
76705,0.8,105.0,0.8,76705.0
76862,,,76862.0,76862.0
76871,,,76871.0,76871.0
76890,,,76890.0,76890.0
76930,,,76930.0,76930.0
76937,,,76937.0,76937.0
76885,,,76885.0,76885.0
76903,0.2,21.0,0.2,76903.0
76060,,,76060.0,76060.0
76148,0.7,85.0,0.7,76148.0
76305,,,76305.0,76305.0
76306,0.7,47.0,0.7,76306.0
76365,,,76365.0,76365.0
76367,0.9,38.0,0.9,76367.0
76373,,,76373.0,76373.0
76388,,,76388.0,76388.0
72136,,,72136.0,72136.0
72857,,,72857.0,72857.0
72950,,,72950.0,72950.0
72626,,,72626.0,72626.0
72034,0.2,42.0,0.2,72034.0
72670,,,72670.0,72670.0
72035,,,72035.0,72035.0
72149,,,72149.0,72149.0
72119,,,72119.0,72119.0
72037,,,72037.0,72037.0
72325,,,72325.0,72325.0
72440,,,72440.0,72440.0
72517,,,72517.0,72517.0
72546,,,72546.0,72546.0
72841,,,72841.0,72841.0
72945,,,72945.0,72945.0
72722,,,72722.0,72722.0
72113,,,72113.0,72113.0
72181,,,72181.0,72181.0
72315,0.3,32.0,0.3,72315.0
72576,0.8,15.0,0.8,72576.0
72668,,,72668.0,72668.0
72768,,,72768.0,72768.0
72449,,,72449.0,72449.0
72928,,,72928.0,72928.0
72354,0.3,3.0,0.3,72354.0
72412,,,72412.0,72412.0
72059,,,72059.0,72059.0
72019,0.1,10.0,0.1,72019.0
72636,,,72636.0,72636.0
72537,,,72537.0,72537.0
76940,,,76940.0,76940.0
76958,,,76958.0,76958.0
76953,,,76953.0,76953.0
76474,,,76474.0,76474.0
76483,0.2,1.0,0.2,76483.0
76490,,,76490.0,76490.0
76557,,,76557.0,76557.0
76579,,,76579.0,76579.0
76116,1.1,268.0,1.1,76116.0
76132,1.0,130.0,1.0,76132.0
76225,1.5,21.0,1.5,76225.0
76233,,,76233.0,76233.0
76249,0.3,14.0,0.3,76249.0
76253,2.5,4.0,2.5,76253.0
76255,,,76255.0,76255.0
76266,0.2,15.0,0.2,76266.0
76270,,,76270.0,76270.0
76271,,,76271.0,76271.0
76351,1.8,14.0,1.8,76351.0
76354,,,76354.0,76354.0
76371,,,76371.0,76371.0
76377,,,76377.0,76377.0
76384,,,76384.0,76384.0
76389,,,76389.0,76389.0
76632,4.8,23.0,4.8,76632.0
76633,1.4,37.0,1.4,76633.0
76636,,,76636.0,76636.0
76641,,,76641.0,76641.0
76649,,,76649.0,76649.0
76664,,,76664.0,76664.0
76431,,,76431.0,76431.0
76433,,,76433.0,76433.0
76561,1.5,7.0,1.5,76561.0
76491,,,76491.0,76491.0
76504,0.4,42.0,0.4,76504.0
76530,,,76530.0,76530.0
76626,,,76626.0,76626.0
76078,0.3,14.0,0.3,76078.0
76106,1.1,177.0,1.1,76106.0
76015,,,76015.0,76015.0
76028,0.3,98.0,0.3,76028.0
76034,0.1,15.0,0.1,76034.0
76050,,,76050.0,76050.0
76053,1.1,165.0,1.1,76053.0
76058,,,76058.0,76058.0
76542,0.4,87.0,0.4,76542.0
76527,,,76527.0,76527.0
76537,0.8,22.0,0.8,76537.0
76539,,,76539.0,76539.0
76550,0.4,20.0,0.4,76550.0
76566,,,76566.0,76566.0
76567,0.5,18.0,0.5,76567.0
76577,,,76577.0,76577.0
76622,,,76622.0,76622.0
76629,,,76629.0,76629.0
76645,0.1,4.0,0.1,76645.0
76687,0.4,3.0,0.4,76687.0
76710,0.6,74.0,0.6,76710.0
76711,0.1,3.0,0.1,76711.0
76825,0.1,2.0,0.1,76825.0
76841,,,76841.0,76841.0
76844,,,76844.0,76844.0
76874,,,76874.0,76874.0
76875,,,76875.0,76875.0
76878,0.1,1.0,0.1,76878.0
76935,,,76935.0,76935.0
76941,1.1,7.0,1.1,76941.0
76955,,,76955.0,76955.0
76226,0.5,59.0,0.5,76226.0
76227,0.4,61.0,0.4,76227.0
76651,,,76651.0,76651.0
76680,,,76680.0,76680.0
76022,1.1,77.0,1.1,76022.0
76073,,,76073.0,76073.0
76655,0.2,7.0,0.2,76655.0
76798,,,76798.0,76798.0
75230,2.5,377.0,2.5,75230.0
75236,2.7,213.0,2.7,75236.0
75252,3.8,569.0,3.8,75252.0
75253,0.4,41.0,0.4,75253.0
75287,2.0,716.0,2.0,75287.0
75409,,1.0,1.0,75409.0
75411,,,75411.0,75411.0
75416,,,75416.0,75416.0
75441,,,75441.0,75441.0
75446,,,75446.0,75446.0
75447,,,75447.0,75447.0
75462,,,75462.0,75462.0
75469,,,75469.0,75469.0
75473,,,75473.0,75473.0
75479,,,75479.0,75479.0
75486,,,75486.0,75486.0
75496,,,75496.0,75496.0
75550,,,75550.0,75550.0
75560,,,75560.0,75560.0
75574,,,75574.0,75574.0
75631,,,75631.0,75631.0
75683,,,75683.0,75683.0
75691,,,75691.0,75691.0
75785,,,75785.0,75785.0
75791,,,75791.0,75791.0
75833,,,75833.0,75833.0
75835,,,75835.0,75835.0
75861,2.2,16.0,2.2,75861.0
75925,,,75925.0,75925.0
75936,,,75936.0,75936.0
75943,,,75943.0,75943.0
75788,,,75788.0,75788.0
75838,,,75838.0,75838.0
75847,,,75847.0,75847.0
75852,,,75852.0,75852.0
75862,0.8,26.0,0.8,75862.0
75926,,,75926.0,75926.0
75939,1.0,19.0,1.0,75939.0
75946,,,75946.0,75946.0
75968,0.4,2.0,0.4,75968.0
75856,,,75856.0,75856.0
75062,2.6,631.0,2.6,75062.0
75069,0.6,94.0,0.6,75069.0
75098,0.8,220.0,0.8,75098.0
75105,,,75105.0,75105.0
75141,,,75141.0,75141.0
75147,0.2,4.0,0.2,75147.0
75154,0.8,158.0,0.8,75154.0
75158,0.1,2.0,0.1,75158.0
75223,3.2,210.0,3.2,75223.0
75225,0.3,28.0,0.3,75225.0
75229,1.5,259.0,1.5,75229.0
75235,6.4,606.0,6.4,75235.0
75241,6.0,607.0,6.0,75241.0
75244,1.2,99.0,1.2,75244.0
75415,,,75415.0,75415.0
75421,,,75421.0,75421.0
75453,,,75453.0,75453.0
75474,0.2,12.0,0.2,75474.0
75477,,,75477.0,75477.0
75492,,,75492.0,75492.0
75561,0.5,10.0,0.5,75561.0
75565,,,75565.0,75565.0
75572,0.3,5.0,0.3,75572.0
75605,,,75605.0,75605.0
75639,3.8,48.0,3.8,75639.0
75670,,,75670.0,75670.0
75684,,,75684.0,75684.0
75692,,,75692.0,75692.0
75708,,,75708.0,75708.0
75750,,,75750.0,75750.0
75759,,,75759.0,75759.0
75778,,,75778.0,75778.0
75035,0.5,178.0,0.5,75035.0
75038,2.4,401.0,2.4,75038.0
75051,0.8,144.0,0.8,75051.0
75060,1.5,337.0,1.5,75060.0
75024,1.2,277.0,1.2,75024.0
75028,0.6,145.0,0.6,75028.0
75039,0.8,88.0,0.8,75039.0
75041,2.9,417.0,2.9,75041.0
75043,2.9,851.0,2.9,75043.0
75056,1.0,321.0,1.0,75056.0
75076,0.2,7.0,0.2,75076.0
75102,,,75102.0,75102.0
75082,2.6,338.0,2.6,75082.0
75093,0.6,165.0,0.6,75093.0
75103,,,75103.0,75103.0
73112,0.5,78.0,0.5,73112.0
73117,6.3,109.0,6.3,73117.0
73142,,,73142.0,73142.0
73169,,,73169.0,73169.0
73446,1.2,41.0,1.2,73446.0
73449,,,73449.0,73449.0
73453,,,73453.0,73453.0
73463,,,73463.0,73463.0
73529,,,73529.0,73529.0
73538,0.2,5.0,0.2,73538.0
73549,,,73549.0,73549.0
73550,,,73550.0,73550.0
73050,2.0,7.0,2.0,73050.0
73098,0.3,5.0,0.3,73098.0
73054,,,73054.0,73054.0
73059,0.4,5.0,0.4,73059.0
73075,0.5,18.0,0.5,73075.0
73103,1.6,50.0,1.6,73103.0
73090,,,73090.0,73090.0
73105,1.0,25.0,1.0,73105.0
73107,1.1,149.0,1.1,73107.0
73565,,,73565.0,73565.0
73571,,,73571.0,73571.0
73647,,,73647.0,73647.0
73655,,,73655.0,73655.0
73666,,,73666.0,73666.0
73667,,,73667.0,73667.0
73701,0.5,53.0,0.5,73701.0
73722,,,73722.0,73722.0
73726,,,73726.0,73726.0
73733,,,73733.0,73733.0
73741,0.3,1.0,0.3,73741.0
73742,,,73742.0,73742.0
73772,,,73772.0,73772.0
73834,1.6,10.0,1.6,73834.0
73859,0.3,2.0,0.3,73859.0
73931,,,73931.0,73931.0
73938,,,73938.0,73938.0
73939,,,73939.0,73939.0
73944,,,73944.0,73944.0
73949,0.9,7.0,0.9,73949.0
73555,,,73555.0,73555.0
73736,,,73736.0,73736.0
73747,,,73747.0,73747.0
73004,,,73004.0,73004.0
73029,,,73029.0,73029.0
73030,,,73030.0,73030.0
73036,,,73036.0,73036.0
73041,,,73041.0,73041.0
73049,,,73049.0,73049.0
73062,,,73062.0,73062.0
73080,,,73080.0,73080.0
75077,0.7,143.0,0.7,75077.0
75966,0.7,13.0,0.7,75966.0
75569,,,75569.0,75569.0
75573,,,75573.0,75573.0
75643,,,75643.0,75643.0
75681,,,75681.0,75681.0
75116,0.4,36.0,0.4,75116.0
75117,,,75117.0,75117.0
75126,0.3,67.0,0.3,75126.0
75132,,,75132.0,75132.0
75137,0.5,49.0,0.5,75137.0
75149,0.2,44.0,0.2,75149.0
75150,0.8,243.0,0.8,75150.0
75202,6.9,112.0,6.9,75202.0
75205,0.9,99.0,0.9,75205.0
75214,2.1,406.0,2.1,75214.0
75251,,,75251.0,75251.0
75410,,,75410.0,75410.0
75435,,,75435.0,75435.0
75437,,,75437.0,75437.0
75167,1.0,49.0,1.0,75167.0
75180,0.2,20.0,0.2,75180.0
75203,9.5,696.0,9.5,75203.0
75209,1.2,90.0,1.2,75209.0
75215,11.6,712.0,11.6,75215.0
75218,4.2,521.0,4.2,75218.0
75228,4.4,1485.0,4.4,75228.0
75234,3.0,508.0,3.0,75234.0
75237,8.8,716.0,8.8,75237.0
75247,49.5,47.0,47.0,75247.0
75401,,,75401.0,75401.0
75402,,,75402.0,75402.0
75407,1.1,85.0,1.1,75407.0
75418,,,75418.0,75418.0
75431,,,75431.0,75431.0
75450,,,75450.0,75450.0
